,fecha,HORA declarada,Ruta,OperadOR,flight_no,route,ac_type,registration,cn_ln,all_aboard,PASAJEROS A BORDO,crew_aboard,cantidad de fallecidos,passenger_fatalities,crew_fatalities,ground,summary
123,"April 15, 1927",?,"King Hill, Idaho",Varney Air Lines,?,?,"SwallowSwallow",?,A28,1,0,1,1,0,1,0,Crashed after an unsuccessful attempt at fly into strong headwinds. The engine quit and the plane nosedived into the ground.
124,"April 22, 1927",?,"Floh, Germany",Deutsche Lufthansa,?,Charleville - Tambo - Blackall,Fokker FG III,D-729,1567,2,1,1,2,1,1,0,Crashed following engine failure.
125,"April 22, 1927",?,"Goshen, Indiana",US Aerial Mail Service,?,?,Douglas M-4,626,?,1,0,1,1,0,1,0,Crashed into a field during a snow storm.
126,"May 02, 1927",?,"Algiers, Algeria",Air Union,?,?,SPCA Meteore 63,F-AIFN,?,3,0,3,1,0,1,0,The three engine seaplane stalled and crashed into the sea shortly after taking off.
127,"July 27, 1927",?,"Amoneburg, Germany",Deutsche Lufthansa,?,Kassel - Frankfurt,Junkers F-13,D-206,591,5,3,2,5,3,2,0,Crashed after experiencing engine failure and attempting to make a forced landing.
128,"August 22, 1927",0830,"Sevenoaks, England",KLM Royal Dutch Airlines,?,Croydon - Schiphol,Fokker F-VIII,"H-NADUH-NADU",4993,11,9,2,1,0,1,0,"A broken wire led to the partial loss of the the rudder and a crash landing which resulted in the aircraft striking a tree, killing the flight engineer."
129,"September 03, 1927",?,"Willington, Connecticut",Colonial Air Transport,?,?,Fokker Universal,"NC52  	NC52",405,1,0,1,1,0,1,0,The postal plane crashed for unknown reasons.
130,"September 17, 1927",?,"Hadley, New Jersey",Reynolds Airways,?,Sightseeing,Fokker F-VII,NC776,4840,12,11,1,7,6,1,0,The sightseeing plane took off and rose to 400 ft. when the engine failed.  The plane stalled and plunged to the ground in an apple orchard. Engine failure. The pilot was not familiar with the type of aircraft.
131,"September 17, 1927",0405,Atlantic Ocean,Private,?,Old Orchad Beach - Rome,Fokker F7,NX703,4899/0501,3,1,2,3,1,2,0,"While flying 1,000 km east of the Canadian coast, the crew sent a mayday message and the aircraft crashed into the ocean two minutes later. The plane was owned by William Randolph Hearst who financed this nonstop transatlantic flight."
132,"September 23, 1927",10:00,"Schleiz, Germany",Deutsche Lufthansa,?,Berlin - Munich,Dornier Merkur,D-585,075,6,4,2,6,4,2,0,From an altitude of 500 ft. the plane went out of control and crashed  due to a broken wing strut.
133,"October 06, 1927",?,"Thies, Mauritania",Lignes Aeriennes Latecoere,?,Saint Louis - Dakar,Breguet 14,F-AGBN,229,2,0,2,2,0,2,0,The plane crashed while attempting to land at Dakar.
134,"October 30, 1927",?,"New Brunswick, New Jersey",Colonial Air Transport,?,?,Fairchild FC-2,?,20,4,3,1,4,3,1,0,Went into a tailspin and crashed into a corn field about 10 km from the airport.
135,"November 08, 1927",?,"Strasburg, France",CIDNA,?,Strasbourg - Paris,Farman F-121 Jabiru,F-AIBR,1,1,0,1,1,0,1,0,The mail plane crashed shortly after taking off.
136,"November 16, 1927",?,Over the Gulf of Finland,Aero O-Y,?,Tallinn - Helsinki,Junkers F-13,K-SALD,798,6,4,2,6,4,2,0,Crashed in the gulf of Finland and never found.
137,"November 29, 1927",?,"Corunna, Indiana",National Air Transport,?,?,Douglas M-4,"NC62  	NC1062",PO641,1,0,1,1,0,1,0,The postal plane crashed at night in poor weather.
138,"December 28, 1927",?,"Almeria, Spain",Aeropostale,?,Dakar - Casablanca - Alicante - Perpignan - Toulouse,Breguet 14,F-AFGS,227,1,0,1,1,0,1,0,A fire erupted aboard the mail plane while en route and crashed.
139,"December 31, 1927",?,"Near Marseille,France",Latecoere Airlines,?,Test flight,Latécoère 23 (flying boat),F-AIHP,23-1,5,0,5,5,0,5,0,"Suffered structural failure at an altitude of 1,000 ft."
140,"January 08, 1928",?,"Near Canajoharie, New York",Colonial Western Airlines,?,Minola - Albany - Buffalo,Fairchild FC-2,NC3780,39,3,1,2,3,1,2,0,Became lost in dense fog and flew into trees in the Mohawk Valley while proceeding to Buffalo..
141,"January 16, 1928",?,"Solis, Uruguay",Aeropostale,F-AIKG,Buenos Aires - Montevideo,Latecoere 25,F-AIKG,633,2,0,2,2,0,2,0,The wing on the mail plane detached from the aircraft and crashed into the sea.
142,"January 22, 1928",?,"L'Hospitalet, Ariège",Aeropostale,?,Toulouse - Perpignan - Alicante - Casablanca - Dakar,Breguet 14,F-AHEQ,?,1,0,1,1,0,1,0,Crashed after experiencing mechanical difficulties.
143,"January 22, 1928",?,"Tarragona, Spain",Aeropostale,?,Casablanca - Alicante - Perpignan - Toulouse,Breguet 14,F-AHEQ,240,2,0,2,2,0,2,0,Crashed in unknown circumstances.
144,"January 27, 1928",?,"Almeria, Spain",Aeropostale,?,Casablanca - Alicante - Perpignan - Toulouse,Breguet 14,F-AFHN,162,1,0,1,1,0,1,0,After experiencing turbulence the pilot's seat belt broke and ejecting the pilot.
145,"February 26, 1928",?,"Marquette, Nebraska",Boeing Air Transport,?,?,Boeing 40,NC280,891,2,1,1,1,1,0,0,The air mail plane crashed into a grove of cottonwood trees and burned. Businessman F.H. Craig was killed and pilot Frank Yegar injured. The pilot descended in altitude due to air pockets.The plane then ran into an air pocket that brought the plane down into the grove of trees.
146,"March 11, 1928",?,"Off Cape Griz Nez, France",Air Union,?,Paris - Croydon,Farman F-60 Goliath,F-AEFC,62/6943,2,0,2,2,0,2,0,Crashed into the sea while delivering mail in poor weather.
147,"April 17, 1928",?,"Federal, Wyoming",Boeing Air Transport,?,?,Boeing 40,"NC282NC282",893,2,1,1,1,1,0,0,Spatial disorientation after entering a snowstorm.
148,"April 19, 1928",?,"Minuesa, Spain",Iberia Airlines,?,Barcelona - Madrid,Rohrbach Roland,M-CCCC,36,9,7,2,9,7,2,0,Crashed into a field after getting lost in fog.
149,"May 07, 1928",?,"Florianopolis, BrazilFlorianopolis, BrazilFlorianopolis, Brazil",Aeropostale,?,?,Latecoere 26,F-AIMQ,671,5,3,2,1,1,0,0,An in flight fire caused he pilot to lose control and crash in a field after which a fire erupted.
150,"May 12, 1928",?,"Dearborn, Minnesota",Ford Air Freight Inc.,?,Dearborn - Buffalo,Ford 4,NC1492,4-AT-001,2,0,2,2,0,2,0,The cargo plane crashed on it’s inaugural flight. The pilot tried to become airborne without sufficient speed.
151,"May 26, 1928",?,"Radevormwald, Germany",Deutsche Lufthansa,?,Essen - Dortmund - Frankfurt,Junkers F-13,D-583,742,5,4,1,3,2,1,0,"After taking off and encountering fog, the pilot decided to  to make a precautionary landing in a field but t hit a cow, crashed and burned. Pilot error."
152,"June 14, 1928",?,"Frankfurt, Germany",Deutsche Lufthansa,?,?,AEGK,D-74,439,5,4,1,5,4,1,0,"The ""Viper"" crashed for unknown reasons."
153,"June 22, 1928",?,"Lebo, Kansas",National Air Transport,?,Chicago - Dallas,Douglas M-4,NC1059,628,1,0,1,1,0,1,0,The mail plane flew into tornado like winds and crashed in a field.
154,"July 10, 1928",?,Over the Gulf of Finland,Aero O-Y,?,Tallinn - Helsinki,Junkers F-13,K-SALB,760,6,4,2,6,4,2,0,Crashed under unknown circumstances
155,"July 13, 1928",?,"Purley, England",Imperial Airways,?,Testing,Vickers 74 Vulcan,G-EBLB,9,6,5,1,4,4,0,0,"After the aircraft had climbed to 800 feet it disappeared from view of the airport in a south-west direction. The aircraft crashed into a market garden near Leigh Cottage on Woodcote Road, it was seen by residents flying low over the roof tops with the engine evidently in difficulties. The aircraft crashed into a potato field, the pilot in an open cockpit clambered clear and helped one of the passengers from the enclosed cabin free. The aircraft burst into flames and it was not possible to rescue the other passengers."
156,"July 24, 1928",14:48,"Waalhaven, Netherlands",KLM Royal Dutch Airlines,?,Sightseeing over Rotterdam,Fokker (KLM) F.III,H-NABR,1533 (KLM-1),6,5,1,1,1,0,0,"The plane became airborne in a stalled condition, hit a shipsmast and crashed into the Waalhaven."
157,"August 25, 1928",c 11:00,"Near Port Townsend, BC, Canada",British Columbia Airways,?,Victoria - Seattle,Ford 4-AT-B Tri Motor,G-CATX,4-AT-26,7,5,2,7,5,2,0,Crashed into Puget Sound in dense fog 12 miles off Port Townsend.  Considered the first Canadian air disaster.
158,"September 02, 1928",c 9:15,"Toul, France",CIDNA,?,Toul - Clermont-Ferrand,Bleriot Spad 33,F-AIEP,5/4207,5,2,3,5,2,3,0,"After taking off the engine failed, the plane stalled and crashed."
159,"September 04, 1928",?,"Adelaide Hills, Australia",Qantas,?,Adelaide - Longreach,de Havilland DH.50J,G-AUHI,5,2,0,2,1,0,1,0,"Following the conclusion of an aerial tour carrying Sir John Salmond, the aircraft departed Adelaide piloted by C. W. A. Scott with an engineer as passenger. Control was lost in the cloud during an attempt to cross the Adelaide Hills; the aircraft encounted bad weather, crashed and caught fire."
160,"September 04, 1928",11:30,"Pocatello, Idaho",National Parks Airways,?,Great Falls - Pocatello - Salt Lake City,Fokker Super Universal,NC7242,809,7,6,1,7,6,1,0,"While flying low and circling six times for a landing, the mail plane went into a nose dive when the pilot headed into the wind and crashed to the ground, rolling over several times."
161,"September 06, 1928",?,"Heroldbach, Germany",Deutsche Lufthansa,?,?,Fokker FG III,D-180,1531,3,2,1,3,2,1,0,Crashed due to engine failure.
162,"October 04, 1928",?,"Gerona, Spain",Aeropostale,?,Casablanca - Alicante - Barcelona - Perpignan - Toulouse,Breguet 14,"F-AEEJF-AEEJ",159,3,2,1,3,2,1,0,"Encountered fog and crashed into a mountain slope near the monastery of Sant Pere de Rodes, south of Llancà,"
163,"October 18, 1928",?,"Polk, Pennsylvania",National Air Transport,?,?,Douglas M-4,NC1064,658,1,0,1,1,0,1,0,The mail plane crashed into a hill and burned during the night during poor weather conditons.
164,"October 31, 1928",?,"Valence, France",Air Union,?,Paris - Lyon - Marseille,Bleriot Spad 56,F-AIMN,4381.9,2,1,1,1,0,1,0,The pilot attempted an emergency landing in a muddy field and crashed.
165,"November 15, 1928",?,Off Gibraltar,Aeropostale,?,Marseille - Palma de Majorca,Latecoere 32,F-AISN,80,3,?,3,1,0,1,0,The sea plane stuck a lightning mast and crashed into houses. Pilot error.
166,"November 24, 1928",?,"Edgerton, Ohio",Universal Airlines,?,Cleveland - Chicago,Hamilton H-47,NC7521,46,3,2,1,3,2,1,0,The mail plane crashed in a heavy snow storm.
167,"November 25, 1928",?,"Edgerton, Ohio",Continental Air Lines,?,Cleveland - Louisville,Travel Air 4000,NC5436,525,1,0,1,1,0,1,0,The mail plane crashed in a heavy snow storm
168,"November 25, 1928",?,"Bristolville, Ohio",National Air Transport,?,?,Douglas M-4,NC792,650,1,0,1,1,0,1,0,The mail plane crashed in a snow storm.
169,"December 01, 1928",c 10:00,"Spur, Texas",Sunbeam Air Transport Co.,?,San Antonio - Amarillo - Tulsa - Denver,Ford 4-AT-B Tri Motor,NC7862,4-AT-47,5,4,1,5,4,1,0,The aircraft crashed and burned while en route. Flames were seen aboard the plane before it crashed. The plane was on a delivery flight.
170,"December 03, 1928",08:00,"Near Rio de Janeiro,Brazil",Syndicato Condor,?,Sightseeing,Dornier Wal,P-BACA,83,14,9,5,14,9,5,0,"The seaplane took off form the bay and narrowly avoided a collision with another plane and in the process veered sharply and so abruptly that one of the wings was strained beyond its elastic limits. The pilot then lost control of the aircraft and it fell, tail spinning 300 feet into the water where one of the engines exploded on impact. It sunk immediately."
171,"December 10, 1928",10:45,"Spokan, Washington",Spokane Airways,?,Colfax - Spokane,Ford Tri-motor 4,NC7687,4-AT-045,5,3,2,5,3,2,0,The aircraft crashed while attempting to land in fog.
172,"December 11, 1928",?,"Letzlingen, Germany",Deutsche Lufthansa,?,Cologne -  Berlin,Junkers G-31,D-1473,3005,4,1,3,3,0,3,0,"After a fuel line broke in flight, the pilot was forced to make an emergency landing in an open field. On landing, the aircraft crashed, overturned and came to rest in flames."
173,"December 20, 1928",?,"Huron, Ohio",National Air Transport,?,Cleveland - Chicago,Douglas M-4,NC790,653,1,0,1,1,0,1,0,The mail plane crashed into an apple tree during a snow storm after the pilot experienced spatial disorientation.
174,"December 23, 1928",?,"Chattanooga, Tennessee",Interstate Airlines,?,?,Fairchild FC-2,?,?,4,3,1,4,3,1,0,Crashed onto a roof and garage on takeoff and burst into flames. The motor may have not been warmed- up properly.
175,"December 31, 1928",?,"Reims, France",CIDNA,?,Strasbourg - Paris,Blériot Spad 66,F-AEHX,3359-40,3,2,1,2,2,0,0,Crashed into high ground in fog.
176,"January 05, 1929",?,"Stafford Springs, Connecticut",Colonial Air Transport,?,?,Fairchild FC-2,NC5650,111,1,0,1,1,0,1,0,Struck a mountain slope  in poor weather.
177,"January 18, 1929",?,"Cove, Oregon",Varney Air Lines,?,"Boise, ID - Pasco, WA",Stearman C-38,NC1682,102,1,0,1,1,0,1,0,While attempting to make an emergency landing on the Minam river the mail plane hit a bolder killing the pilot.
178,"January 25, 1929",?,"Near Corfu, Greece",Aeroespresso,?,Brindisi - Athens - Istanbul,CMASA Wal,I-AZDA,053,9,7,2,2,7,2,0,The passenger plane diverted off Kerkira in the Ionian Sea due to poor weather conditions and thunderstoms and sank in rough seas.
179,"January 31, 1929",?,Off Morocco,Aeropostale,?,Agadir - Casablanca,Latecoere 26,"F-AIMUF-AIMU",674,2,0,2,2,0,2,0,"While cruising along the coast, the mail plane crashed into the Atlantic Ocean for unknown reasons."
180,"January 31, 1929",?,"Morgantown, West Virginia",Skyline Transportation Company,?,?,Travel Air 4000,NC6480,800,1,0,1,1,0,1,0,"While attempting to land, the aircraft overran the runway and hit the perimeter fence."
181,"March 17, 1929",1700,"Newark, New Jersey",Colonial Western Airlines,?,Sightseeing,Ford 5-AT-B Tri Motor,NC7683,4-AT-41,15,13,2,14,13,1,0,The plane was making the last of a number of sightseeing flights when two of it's three engines failed. The plane stalled and went out of control at an altitude of 200 ft. and crashed into a railroad freight car. Engine failure followed by a stall during an emergency landing attempt.
182,"March 30, 1929",09:18,"Near Beaumont, California",New Standard Airlines,?,Los Angeles - Phoenix - El Paso,Fokker F-VIIA,NC7888,617,4,3,1,4,3,1,0,"The aircraft crashed into a high mountain ridge, exploding on impact. Investigators speculated that upon encountering fog and winds in the treacherous mountain pass, the pilot may have turned the airliner around and was heading back to the airport when the crash occurred."
183,"April 21, 1929",1145,"San Diego, California",Maddux Airlines / Military - U.S.Army Air Force,?,San Diego - Phoenix,Ford 5-AT-B Tri-Motor / B-PW-9D,NC9636 / 28-037,4-AT-010,6,3,3,6,3,3,0,"A midair collision occurred  with a US Air Force Boeing PW-9D at 2,000 ft.  Five killed on the Tri-motor, one on the Boeing. Army pilot Lieutenant Howard Keefer, while flying above the airliner, was stunting and performed a steep banking turn downward, in an attempt to pass in front of the airliner. Instead, he misjudged the speed of the Maddux aircraft and his diving plane struck the cockpit of the Ford Tri-motor.  He was found criminally negligent."
184,"May 09, 1929",?,"Tampico, Mexico",Mexicana,?,"Tampico - Brownsville, TX",Ford Tri-motor 4,M-SCAL,?,5,4,1,5,4,1,0,"An engine failed, the plane stalled and crashed."
185,"May 18, 1929",?,"Tököl,  Pest Hungary",MALERT,?,?,Fokker F-III,H-MABC,1604,2,0,2,2,0,2,0,A wing separated in flight and the plane crashed.
186,"May 22, 1929",?,Algiers,Aeropostale,?,Algiers - Marseille,Cams 53,F-AISX,07,6,3,3,4,3,2,0,The plane collided with a submerged object while taking off.
187,"June 13, 1929",0800,"Santiago de Cuba, Cuba",Pan American Airways,?,Santiago de Cuba - Havana,Fokker F-X,NC9700,1010,5,1,4,2,1,1,0,"Crashed while taking off. The muddy field prevented the aircraft from gaining altitude. The plane hit telephone wires and crashed. The plane was named ""Christopher Columbus""."
188,"June 14, 1929",?,"Barcelona, Spain",Aeropostale,?,Janeiro - Buenos Aires,Breguet 14,F-AFEJ,217,2,0,2,1,0,1,0,"Took off, lost power and altitude and crashed into a telegraph tower."
189,"June 17, 1929",1130,"Off Dungeness, England",Imperial Airways,?,London - Paris - Basil - Zuric,Handley Page W-10,G-EBMT,W10/4,13,11,2,7,7,0,0,"The plane was over the English Channel, approximately 3 miles offshore, when an engine failed. The pilot attempted to return to the airport but the plane ditched into the English Channel. Failure of a connecting rod on a cylinder due to fatigue.The plane was named ""City of Ottawa."""
